PHY_IDENT,HabClass,BC_CLASS,EXP_BIO,SHORETYPE,ESI,ORI,TRSH,DUGR,SPZO,BLLI,WHLI,YELI,BARN,BLMU,GRAL,BRAL,SURF,EELG,SOBK,ROCK,DRKE,BUKE,CMECS_1,CMECS_2,LENGTH_M,Slope_calc,SHORE_PROB,LOST_SHORE,Wave_Dissipation,Orient_dir,Tidal_height,CVI_Rank,REAL,ALAR,DABK
04/01/0584/C,30,2,SE,2,6B,5,NA,NA,NA,M,NA,NA,P,NA,NA,NA,NA,NA,NA,P,C,NA,S1.1,S1.2.1.1,47.289,14,NA,NA,Plunging,NW,5.6,Low,NA,NA,NA
04/01/0584/D,30,2,SE,2,1C,5,NA,NA,NA,W,NA,NA,C,NA,NA,NA,NA,NA,NA,C,C,NA,S1.1,S1.2.1.1,95.424,25,NA,NA,Collapsing,NW,5.6,Low,NA,NA,NA
04/01/0585/A,41,3,SP,3,6B,3,NA,NA,M,M,NA,NA,P,NA,C,NA,NA,NA,NA,NA,C,NA,S1.1,S1.2.1.2.1,207.183,6,NA,NA,Plunging,NW,5.6,Low,NA,NA,NA
04/01/0585/B,41,3,SP,3,2A,1,NA,NA,NA,M,NA,NA,C,NA,C,NA,NA,NA,NA,NA,C,NA,S1.1,S1.2.1.2.1,116.39,20,NA,NA,Plunging,NW,5.6,Low,NA,NA,NA
04/01/0585/C,41,6,SP,6,5,3,NA,NA,M,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,C,NA,S1.2.1.2.1,NA,187.01,8,NA,NA,Plunging,N,5.6,Moderate,NA,NA,NA
04/01/0586/A,40,3,SP,3,6B,3,NA,NA,NA,M,NA,NA,P,NA,C,NA,NA,NA,NA,P,C,NA,S1.1,S1.2.1.2.1,92.379,9,NA,NA,Plunging,N,5.6,Low,NA,NA,NA
04/01/0586/B,40,2,SP,2,6B,5,NA,NA,M,M,NA,NA,C,NA,P,NA,NA,NA,NA,C,C,NA,S1.1,S1.2.1.1,300.602,6,NA,NA,Plunging,NE,5.6,Low,NA,NA,NA
04/01/0587/A,30,2,SE,2,6B,5,NA,NA,NA,M,NA,NA,C,NA,C,NA,NA,NA,NA,C,C,NA,S1.1,S1.2.1.1,49.712,5,NA,NA,Plunging,NE,5.6,Low,NA,NA,NA
04/01/0587/B,30,2,SE,2,6B,5,NA,NA,NA,M,NA,NA,C,NA,P,NA,NA,NA,NA,C,C,P,S1.1,S1.2.1.1,217.664,8,NA,NA,Plunging,N,5.6,Low,NA,NA,NA
04/01/0587/C,30,1,SE,1,2A,1,NA,NA,NA,W,NA,M,C,C,P,NA,NA,NA,NA,C,C,P,S1.1,NA,142.049,29,NA,NA,Collapsing,NW,5.6,Low,NA,NA,NA
04/01/0588/0,30,13,SE,13,5,3,NA,NA,W,NA,NA,NA,P,NA,P,NA,NA,NA,NA,P,NA,P,NA,NA,619.473,NA,NA,NA,NA,NA,NA,NA,C,P,NA
04/01/0589/0,30,8,SE,8,6B,5,NA,NA,W,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,P,NA,NA,226.905,NA,NA,NA,NA,NA,NA,NA,C,C,NA
04/01/0590/0,32,13,SE,13,5,3,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,P,NA,NA,364.227,NA,NA,NA,NA,NA,NA,NA,P,P,NA
04/01/0591/0,32,27,SE,27,4,3,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,P,NA,NA,192.673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
04/01/0592/0,30,12,SE,12,7,3,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,P,NA,NA,333.583,NA,NA,NA,NA,NA,NA,NA,C,P,NA
04/01/0593/0,32,28,SE,28,4,3,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,P,NA,NA,144.252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
04/01/0594/0,30,20,SE,20,7,3,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,C,NA,NA,320.595,NA,NA,NA,NA,NA,NA,NA,C,P,NA
04/01/0595/0,30,12,SE,12,7,3,NA,NA,M,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,P,C,NA,NA,352.096,NA,NA,NA,NA,NA,NA,NA,C,P,NA
04/01/0596/0,40,12,SP,12,5,4,NA,NA,M,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,P,C,C,NA,NA,839.992,NA,NA,NA,NA,NA,NA,NA,C,P,NA
04/01/0597/0,40,12,SP,12,7,4,NA,NA,M,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,P,C,C,NA,NA,232.402,NA,NA,NA,NA,NA,NA,NA,C,P,NA
04/01/0598/0,30,5,SE,5,2A,1,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,C,C,NA,NA,953.622,NA,NA,NA,NA,NA,NA,NA,C,P,P
04/01/0599/0,30,5,SE,5,2A,1,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,P,P,NA,NA,130.488,NA,NA,NA,NA,NA,NA,NA,C,P,NA
04/01/0600/0,30,5,SE,5,2A,1,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,P,NA,NA,87.343,NA,NA,NA,NA,NA,NA,NA,C,P,P
04/01/0602/0,30,8,SE,8,6B,5,NA,NA,M,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,P,NA,NA,NA,NA,75.475,NA,NA,NA,NA,NA,NA,NA,C,P,NA
04/01/0603/0,42,28,SP,28,7,3,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.142,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
04/01/0604/0,42,28,SP,28,7,3,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.965,NA,NA,NA,NA,NA,NA,NA,NA,C,NA
04/01/0605/0,40,13,SP,13,5,4,NA,NA,N,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,446.132,NA,NA,NA,NA,NA,NA,NA,P,P,NA
04/01/0606/0,40,15,SP,15,5,4,NA,NA,N,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,215.013,NA,NA,NA,NA,NA,NA,NA,P,P,NA
04/03/0001/B,33,6,SE,6,5,3,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S1.2.1.2.1,NA,135.631,1,NA,NA,Spilling,W,6.1,Low,NA,NA,NA
04/03/0156/A,32,6,SE,6,6A,3,NA,C,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA,NA,S1.2.1.2.1,NA,99.576,1,NA,NA,Spilling,W,6.1,Moderate,NA,NA,NA
04/03/0156/B,32,6,SE,6,7,3,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S1.2.1.2.1,NA,409.742,1,NA,NA,Spilling,SW,6.1,Moderate,NA,NA,NA
04/03/0157/A,32,6,SE,6,5,3,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S1.2.1.2.1,NA,639.5,2,NA,NA,Spilling,SW,6.1,Low,NA,NA,NA
04/03/0158/A,32,6,SE,6,5,3,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S1.2.1.2.1,NA,456.903,3,NA,NA,Spilling,SW,6.1,Low,NA,NA,NA
04/03/0158/B,32,5,SE,5,6A,3,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S1.2.1.1,NA,1704.632,3,NA,NA,Spilling,SW,6.1,Low,NA,NA,NA
04/03/0159/A,32,5,SE,5,6B,3,NA,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S1.2.1.1,NA,318.706,4,NA,NA,Spilling,SW,6.1,Low,NA,NA,NA
04/03/0159/B,32,6,SE,6,6A,3,NA,P,NA,NA,NA,NA,NA,NA,C,NA,NA,NA,NA,NA,NA,NA,S1.2.1.2.1,NA,992.687,5,NA,NA,Plunging,SW,6.1,Low,NA,NA,NA
04/03/0160/A,32,5,SE,5,6B,5,NA,NA,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA,NA,S1.2.1.1,NA,1570.241,4,NA,NA,Spilling,SW,6.1,Low,NA,NA,NA
04/03/0160/B,32,3,SE,3,6A,3,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S1.1,S1.2.1.2.1,308.559,3,NA,NA,Spilling,SW,6.1,Low,NA,NA,NA
04/03/0161/A,31,6,SE,6,6B,3,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S1.2.1.2.1,NA,236.043,3,NA,NA,Spilling,SW,6.1,Low,NA,NA,NA
04/03/0161/B,31,6,SE,6,6A,3,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S1.2.1.2.1,NA,864.371,4,NA,NA,Spilling,SW,6.1,Low,NA,NA,NA
04/03/0162/A,32,6,SE,6,6A,3,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S1.2.1.2.1,NA,912.685,4,NA,NA,Spilling,SW,6.1,Low,NA,NA,NA
04/03/0162/B,32,6,SE,6,5,3,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S1.2.1.2.1,NA,645.5,3,NA,NA,Spilling,SW,6.1,Low,NA,NA,NA
04/03/0163/A,32,6,SE,6,6B,3,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S1.2.1.2.1,NA,343.508,3,NA,NA,Spilling,SW,6.1,Low,NA,NA,NA
04/03/0164/A,32,6,SE,6,6A,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S1.2.1.2.1,NA,288.581,2,NA,NA,Spilling,SW,6.1,Moderate,NA,NA,NA
04/03/0165/A,32,6,SE,6,5,3,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S1.2.1.2.1,NA,489.724,3,NA,NA,Spilling,SW,6.1,Low,NA,NA,NA
04/03/0166/A,32,6,SE,6,5,3,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S1.2.1.2.1,NA,505.985,3,NA,NA,Spilling,SW,6.1,Moderate,NA,NA,NA
04/03/0167/A,32,6,SE,6,6A,3,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S1.2.1.2.1,NA,730.159,3,NA,NA,Spilling,SW,6.1,Low,NA,NA,NA
04/03/0167/B,32,3,SE,3,6A,3,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S1.1,S1.2.1.2.1,96.354,2,NA,NA,Spilling,SW,6.1,Low,NA,NA,NA
04/03/0167/C,32,6,SE,6,9A,3,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S1.2.1.2.1,NA,787.905,3,NA,NA,Spilling,SW,6.1,Low,NA,NA,NA
04/03/0168/A,32,3,SE,3,6A,3,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S1.1,S1.2.1.2.1,268.74,3,NA,NA,Spilling,SW,6.1,Low,NA,NA,NA
04/03/0168/B,32,6,SE,6,5,3,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S1.2.1.2.1,NA,181.976,3,NA,NA,Spilling,SW,6.1,Low,NA,NA,NA
04/03/0169/A,32,3,SE,3,6A,3,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S1.1,S1.2.1.2.1,340.411,3,NA,NA,Spilling,SW,6.1,Low,NA,NA,NA
04/03/0169/B,32,6,SE,6,6A,3,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S1.2.1.2.1,NA,552.656,3,NA,NA,Spilling,SW,6.1,Low,NA,NA,NA
04/03/0169/C,32,4,SE,4,7,3,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S1.1,S1.2.2.2,361.976,2,NA,NA,Spilling,SW,6.1,Low,NA,NA,NA
04/03/0169/D,32,6,SE,6,6A,3,NA,NA,M,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA,S1.2.1.2.1,NA,629.159,3,NA,NA,Spilling,SW,6.1,Low,NA,NA,NA
04/03/0170/A,32,7,SE,7,4,3,NA,P,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S1.2.2.2,NA,406.857,3,NA,NA,Spilling,SW,6.1,Moderate,NA,NA,NA
04/03/0170/B,32,6,SE,6,5,3,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S1.2.1.2.1,NA,506.482,3,NA,NA,Spilling,SW,6.1,Low,NA,NA,NA
04/03/0170/C,32,6,SE,6,6A,3,NA,NA,M,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA,S1.2.1.2.1,NA,381.856,3,NA,NA,Spilling,SW,6.1,Low,NA,NA,NA
04/03/0170/D,32,6,SE,6,6A,3,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S1.2.1.2.1,NA,434.823,3,NA,NA,Spilling,SW,6.1,Low,NA,NA,NA
04/03/0171/A,32,6,SE,6,5,3,NA,C,NA,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,C,NA,NA,S1.2.1.2.1,NA,471.194,2,NA,NA,Spilling,SW,6.1,Moderate,NA,NA,NA
04/03/0171/B,32,6,SE,6,5,4,NA,C,M,NA,NA,NA,P,NA,C,NA,NA,NA,NA,C,NA,NA,S1.2.1.2.1,NA,420.755,1,NA,NA,Spilling,S,6.1,Low,NA,NA,NA
04/03/0172/A,41,6,SP,6,5,3,NA,NA,M,NA,NA,NA,NA,P,C,NA,NA,NA,C,C,NA,NA,S1.2.1.2.1,NA,1039.636,1,NA,NA,Spilling,SW,6.1,Low,NA,NA,NA
04/03/0173/A,42,6,SP,6,5,3,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,C,NA,NA,S1.2.1.2.1,NA,131.973,1,NA,NA,Spilling,SW,6.1,Low,NA,NA,NA
04/03/0174/A,41,6,SP,6,6B,3,NA,NA,M,NA,NA,NA,NA,NA,C,NA,NA,NA,C,C,NA,NA,S1.2.1.2.1,NA,478.919,1,NA,NA,Spilling,SW,6.1,Low,NA,NA,NA
03/03/0001/0,30,8,SE,8,6B,5,NA,NA,W,NA,NA,NA,NA,NA,P,NA,NA,NA,P,NA,P,NA,NA,NA,142.787,NA,NA,NA,NA,NA,NA,NA,C,NA,NA
03/03/0002/0,31,11,SE,11,5,3,NA,P,NA,NA,NA,NA,NA,NA,P,NA,NA,NA,P,NA,P,NA,NA,NA,590.441,NA,NA,NA,NA,NA,NA,NA,P,NA,NA
03/03/0003/0,30,6,SE,6,6B,5,NA,NA,W,NA,NA,NA,NA,NA,C,NA,NA,NA,C,NA,NA,P,NA,NA,868.704,NA,NA,NA,NA,NA,NA,NA,C,NA,NA
03/03/0004/0,32,11,SE,11,5,3,NA,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,496.192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/03/0005/0,32,11,SE,11,5,3,NA,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312.841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/03/0006/0,31,13,SE,13,5,3,NA,NA,W,NA,NA,NA,NA,NA,P,NA,NA,NA,C,NA,NA,C,NA,NA,811.841,NA,NA,NA,NA,NA,NA,NA,P,NA,NA
03/03/0007/0,30,15,SE,15,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/03/0008/0,32,13,SE,13,5,3,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,NA,P,P,NA,NA,350.515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
04/01/0601/0,30,4,SE,4,1A,1,NA,NA,W,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,P,P,P,NA,NA,876.08,NA,NA,NA,NA,NA,NA,NA,C,P,P
04/01/0607/0,32,13,SE,13,5,3,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,192.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
04/01/0608/0,30,10,SE,10,6A,5,NA,NA,N,NA,NA,NA,P,NA,P,NA,NA,NA,NA,P,NA,NA,NA,NA,556.109,NA,NA,NA,NA,NA,NA,NA,C,P,NA
04/01/0609/0,30,9,SE,9,2A,5,NA,NA,M,NA,NA,NA,P,NA,P,NA,NA,NA,NA,C,NA,NA,NA,NA,361.537,NA,NA,NA,NA,NA,NA,NA,C,P,NA
04/01/0610/0,30,15,SE,15,5,3,NA,NA,N,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,P,P,NA,NA,228.232,NA,NA,NA,NA,NA,NA,NA,P,P,NA
04/01/0611/0,30,14,SE,14,5,3,NA,NA,N,NA,NA,NA,P,NA,P,NA,NA,NA,NA,C,P,P,NA,NA,157.885,NA,NA,NA,NA,NA,NA,NA,P,P,NA
04/01/0612/0,30,10,SE,10,6B,5,NA,P,NA,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,P,P,P,NA,NA,186.232,NA,NA,NA,NA,NA,NA,NA,P,P,NA
04/01/0613/0,30,10,SE,10,6A,5,NA,NA,M,NA,NA,NA,C,NA,P,NA,NA,NA,NA,P,P,P,NA,NA,476.855,NA,NA,NA,NA,NA,NA,NA,C,P,NA
04/01/0614/0,30,8,SE,8,6B,5,NA,NA,M,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,P,P,P,NA,NA,193.944,NA,NA,NA,NA,NA,NA,NA,C,P,NA
04/01/0615/0,40,14,SP,14,5,4,NA,NA,N,NA,NA,NA,P,NA,P,NA,NA,NA,NA,NA,C,C,NA,NA,290.516,NA,NA,NA,NA,NA,NA,NA,P,P,NA
04/01/0616/0,30,10,SE,10,6B,5,NA,NA,N,NA,NA,NA,C,NA,NA,NA,NA,NA,NA,P,P,P,NA,NA,209.986,NA,NA,NA,NA,NA,NA,NA,C,P,NA
04/01/0617/0,30,13,SE,13,5,3,NA,NA,M,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,385.057,NA,NA,NA,NA,NA,NA,NA,P,NA,NA
04/01/0618/0,40,13,SP,13,5,4,NA,NA,N,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,591.672,NA,NA,NA,NA,NA,NA,NA,C,P,NA
04/01/0619/0,43,31,SP,31,10A,5,NA,C,NA,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,254.941,NA,NA,NA,NA,NA,NA,NA,P,NA,NA
04/01/0620/0,42,31,SP,31,10A,5,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA,NA,112.705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
04/01/0621/0,31,25,SE,25,5,3,NA,NA,M,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,215.629,NA,NA,NA,NA,NA,NA,NA,C,C,NA
04/01/0622/0,40,13,SP,13,5,4,NA,NA,M,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,P,NA,NA,NA,NA,391.268,NA,NA,NA,NA,NA,NA,NA,P,C,NA
04/01/0623/0,40,12,SP,12,5,4,NA,P,M,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,P,NA,NA,NA,NA,139.799,NA,NA,NA,NA,NA,NA,NA,C,C,NA
04/01/0624/0,40,13,SP,13,5,4,NA,NA,M,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,P,NA,NA,NA,NA,102.976,NA,NA,NA,NA,NA,NA,NA,C,C,NA
04/01/0625/0,40,8,SP,8,6A,4,NA,NA,M,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,P,NA,NA,NA,NA,227.055,NA,NA,NA,NA,NA,NA,NA,C,C,NA
04/01/0626/0,30,6,SE,6,6B,5,NA,NA,M,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,P,C,P,NA,NA,163.222,NA,NA,NA,NA,NA,NA,NA,C,P,NA
04/01/0627/0,30,9,SE,9,6B,5,NA,NA,M,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,C,P,NA,NA,36.613,NA,NA,NA,NA,NA,NA,NA,C,P,NA
04/01/0628/0,30,2,SE,2,1A,1,NA,NA,M,NA,NA,NA,NA,NA,C,NA,NA,NA,NA,P,C,C,NA,NA,226.27,NA,NA,NA,NA,NA,NA,NA,C,P,NA
04/01/0629/0,30,9,SE,9,6A,5,NA,NA,M,NA,NA,NA,P,NA,C,NA,NA,NA,NA,P,P,P,NA,NA,174.544,NA,NA,NA,NA,NA,NA,NA,C,NA,NA
04/01/0630/0,30,8,SE,8,6B,5,NA,NA,M,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,P,P,P,NA,NA,48.773,NA,NA,NA,NA,NA,NA,NA,C,NA,NA
04/01/0631/0,32,27,SE,27,4,3,NA,C,NA,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,C,P,NA,NA,158.259,NA,NA,NA,NA,NA,NA,NA,P,NA,NA
04/01/0632/0,30,14,SE,14,5,3,NA,NA,M,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,P,C,P,NA,NA,69.887,NA,NA,NA,NA,NA,NA,NA,C,NA,NA
04/01/0633/0,30,24,SE,24,5,3,NA,C,NA,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,P,P,P,NA,NA,108.499,NA,NA,NA,NA,NA,NA,NA,P,NA,NA
04/01/0634/0,30,21,SE,21,6B,5,NA,NA,M,NA,NA,NA,P,NA,P,NA,NA,NA,NA,P,P,P,NA,NA,226.163,NA,NA,NA,NA,NA,NA,NA,C,NA,NA
04/01/0635/0,40,8,SP,8,6B,4,NA,NA,M,NA,NA,NA,P,NA,P,NA,NA,NA,NA,P,NA,P,NA,NA,51.834,NA,NA,NA,NA,NA,NA,NA,P,P,NA
04/01/0636/0,40,8,SP,8,6B,4,NA,NA,M,NA,NA,NA,P,NA,P,NA,NA,NA,NA,P,NA,NA,NA,NA,322.627,NA,NA,NA,NA,NA,NA,NA,P,C,NA
04/01/0637/0,41,25,SP,25,5,4,NA,NA,M,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,P,NA,NA,NA,226.246,NA,NA,NA,NA,NA,NA,NA,P,C,NA
04/01/0638/0,30,5,SE,5,1A,1,NA,NA,NA,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,C,C,NA,NA,395.396,NA,NA,NA,NA,NA,NA,NA,C,C,P
04/01/0639/0,54,34,P,34,4,4,NA,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,216.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
04/01/0640/0,53,31,P,31,10A,5,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,NA,NA,NA,NA,NA,NA,647.917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
04/01/0641/0,53,31,P,31,10A,5,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,1524.703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
04/01/0642/0,53,3,P,3,8A,3,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,439.893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
04/01/0643/0,51,28,P,28,4,4,NA,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,98.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
04/01/0644/0,54,34,P,34,4,4,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,301.974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
04/01/0645/0,50,13,P,13,5,5,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
04/01/0646/0,40,10,SP,10,6B,4,NA,NA,N,NA,NA,NA,P,NA,C,NA,NA,NA,NA,C,NA,NA,NA,NA,104.255,NA,NA,NA,NA,NA,NA,NA,C,P,NA
04/01/0647/0,30,9,SE,9,6B,5,NA,NA,M,NA,NA,NA,P,NA,C,NA,NA,NA,NA,P,P,NA,NA,NA,348.413,NA,NA,NA,NA,NA,NA,NA,C,P,NA
04/01/0648/0,30,8,SE,8,6B,5,NA,NA,M,NA,NA,NA,P,NA,P,NA,NA,NA,NA,P,P,NA,NA,NA,288.44,NA,NA,NA,NA,NA,NA,NA,C,P,NA
04/01/0649/0,30,25,SE,25,6B,3,NA,P,M,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,P,P,NA,NA,NA,86.492,NA,NA,NA,NA,NA,NA,NA,P,P,NA
04/01/0650/0,40,8,SP,8,6B,4,NA,NA,M,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,P,NA,NA,NA,81.491,NA,NA,NA,NA,NA,NA,NA,P,P,NA
04/01/0651/0,40,8,SP,8,6B,4,NA,NA,N,NA,NA,NA,NA,NA,C,NA,NA,NA,P,NA,NA,NA,NA,NA,350.877,NA,NA,NA,NA,NA,NA,NA,P,NA,NA
04/01/0652/0,41,25,SP,25,6B,4,NA,C,NA,NA,NA,NA,NA,NA,C,NA,NA,NA,C,NA,NA,NA,NA,NA,136.143,NA,NA,NA,NA,NA,NA,NA,P,NA,NA
04/01/0653/0,40,15,SP,15,9A,4,NA,NA,N,NA,NA,NA,NA,NA,C,NA,NA,NA,P,P,NA,NA,NA,NA,107.915,NA,NA,NA,NA,NA,NA,NA,P,NA,NA
04/01/0654/0,40,14,SP,14,5,4,NA,NA,N,NA,NA,NA,NA,NA,P,NA,NA,NA,P,NA,NA,NA,NA,NA,108.942,NA,NA,NA,NA,NA,NA,NA,P,NA,NA
04/01/0655/0,40,15,SP,15,9A,4,NA,NA,N,NA,NA,NA,NA,NA,C,NA,NA,NA,C,P,NA,NA,NA,NA,265.019,NA,NA,NA,NA,NA,NA,NA,P,NA,NA
04/01/0656/0,40,13,SP,13,5,4,NA,NA,N,NA,NA,NA,NA,NA,P,NA,NA,NA,C,NA,NA,NA,NA,NA,556.882,NA,NA,NA,NA,NA,NA,NA,P,NA,NA
04/01/0657/0,41,25,SP,25,5,4,NA,P,N,NA,NA,NA,NA,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,489.702,NA,NA,NA,NA,NA,NA,NA,C,NA,NA
